p_id;descriptions
123140;Fusilli pasta fra Salling er en alsidig pastatype, der passer til enhver pastaret. Denne spiralformede pasta har en perfekt tekstur og er lavet med durumhvede. Den er ideel til at holde på saucer og smag. Prøv den med en rig og velsmagende kødsovs eller i en let og frisk pastaret med grøntsager.
85490;Økologiske Chilibønner fra Salling ØKO består af røde kidneybønner i en mild chilisauce. Bønnerne smager skønt i sammenkogte retter og i tortillafyld. Brug eksempelvis chilibønnerne i en stærk chili con carne, eller tilsæt dem i en varm, mexicansk-inspireret tomatsuppe med majs og koriander. 
56971;Champignon i skiver fra Salling egner sig særdeles godt i alverdens saucer og varme retter, hvor de kan tilføre en lækker konsistens og velsmag. Prøv for eksempel at bruge dem i en fyldig bøf stroganoff med fløjlsblød kartoffelmos. Eller nyd dem på en sprød pizza med dit yndlingsfyld. <br/> <br/>
33277;Knorr FOND ”DU CHEF” CHICKEN er en kyllingefon. Den gode kyllingesmag passer godt til alle retter med fjerkræ, men er også god til grøntsager, pasta, ris, marinader og meget andet. Den fyldige smag fremkommer ved, at alle fonens ingredienser får lov til at simre langsomt – nøjagtigt som når man selv koger fon. Pakken indeholder 4 portioner. Brug den i en tarteletsovs for at fremhæve den gode kyllingesmag.
59403;Chili Mayonnaise fra Bähncke er en god og fyldig mayonnaise, der er smagt til med chili og jalapeños. Den er en fantastisk smagsgiver i retter såsom hotdogs og pommes frites samt i sandwich og pitabrød. Nyd den lækre smag af Chili Mayonnaise fra Bähncke, når du vil krydre hverdagsmåltidet eller oven på sushi. 
39180;Dolmi Pastasauce Classico indeholder skønne solmodne tomater og udvalgte urter. Med sin klassiske og milde smag er Dolmio Pastasauce velegnet i en lang række retter, som vil være et hit for både børn og voksne. Prøv eksempelvis Dolmio Pastasauce i en lækker spaghetti bolognese.
117071;Syltede rødløg i eddikelage fra Salling er en lækker og velsmagende måde at tilføje ekstra smag og tekstur til dine retter. De syltede rødløg er lavet af friske rødløg, der er skåret i tynde skiver og derefter tilsat en eddikelage. Resultatet er en mildt syrlig og sødlig smag, der er perfekt til at balancere smagen af en række forskellige retter. Brug de syltede rødløg i en lækker burger, i en salat eller som topping på en sandwich. De er også perfekte til at tilføje smag og farve til en række forskellige mexicanske og asiatiske retter.
51792;Nutella er cremet smørepålæg med en uimodståelig smag, der kombinerer kakao og ristede hasselnødder. Nyd Nutella på en skive lyst brød, når du vil forkæle dig selv lidt ekstra. Prøv også at bruge Nutella i desserter og bagværk. Nutella giver en skøn smag i friskbagte pandekager – gerne i selskab med bananskiver og ristede hasselnødder.
16756;Majsstivelse fra Maizena kan både bruges i det søde og salte køkken, da den har en neutral smag og er let opløselig i både varm og kold væske og jævner helt uden klumper. Majsstivelse kan for eksempel bruges til at lave en hjemmelavet vaniljecreme til fastelavnsboller eller lagkage, men kan også bruges til jævning af saucer og supper.
106219;Bambusskud fra Salling har en mild smag og egner sig i alverdens retter i det asiatiske køkken. Prøv for eksempel at bruge bambusskud i en smagfuld wokret med nudler, mørt oksekød, gulerod og krydderier, hvor bambusskuddene kan tilføre et skønt bid. Nyd dem også i en fyldig rød karryret med saftig kylling.
33276;Knorr FOND ”DU CHEF” BEEF er en oksefon. Den kraftfulde oksesmag er oplagt i alle retter med oksekød, men har også andre anvendelsesmuligheder. For eksempel kan den også bruges i sovs, suppe, gryderetter og til stegte grøntsager. Den fyldige smag fremkommer ved, at alle fonens ingredienser får lov til at simre langsomt – nøjagtigt som når man selv koger fon. Pakken indeholder 4 portioner. Pensl dine bøffer eller svampe med en smule fon, inden de lander på grillen, for at fremhæve den dybe umamismag. 
130075;Økologisk rørsukker forsøder hverdagen. Det er et uraffineret sukkerprodukt, der udvindes af økologiske sukkerør. Sukkerørerne inddampes først, hvorefter de udkrystalliseres og renses. Sukkeret har en gylden farve og søder præcist som hvidt sukker. Rørsukker smager imidlertid af mere, da sukkeret indeholder flere naturlige aromastoffer. Anvend økologisk rørsukker fra Salling ØKO til for eksempel te, syltning eller i bagværk. Prøv også at bruge det i en udsøgt, hjemmelavet saltkaramelis eller i en delikat iskaffe.
93864;Paprika har en flot rød farve og en skøn smag, der kan løfte diverse retter. Prøv for eksempel at anvende paprika fra Salling i fyldige gryderetter, dip, saucer eller en udsøgt gullaschsuppe. Prøv også at bruge paprika som ingrediens sammen med tørrede krydderurter, hvidløgspulver og olivenolie til at krydre kartoffelbåde. Bag dem i ovnen, og servér med en cremet dip og dit yndlingskød eller -grøntsager.
93966;Original Remoulade fra Graasten er en smagfuld remoulade, der er anvendelig som smagsgiver til mange retter. Remouladen er særdeles perfekt oven på en lun fiskefilet toppet med citronsaft. Prøv også remouladen som dip til dine pomfritter eller som tilbehør i din hjemmelavede hotdog. 
17373;Lys Sirup fra Dansukker har en karamelagtig smag og en flot farve. Den er særlig velegnet til bagning, men også til konfektureprodukter, is og desserter. <br/> <br/> Udover at den lyse sirup kan tilføre en skøn, sød smag, har den også en del funktionelle fordele. Den fremmer gæringen i brød, giver en fin skorpe og holder brødet saftigt og friskt længere. Samtidig er Lys Sirup en dejlig smagsgiver og -forstærker i diverse madretter. <br/> <br/>
74216;Økologisk blomsterhonning fra Salling ØKO har en god og sødmefuld smag, der kan løfte alverdens retter og måltider. Prøv for eksempel at bruge den, når du skal lave hjemmelavet müsli eller som smørepålæg på en luftig bolle. Nyd også blomsterhonningen i smagfulde pandekager eller i en varm kop te komplementeret af syrlige citrondråber. <br/> <br/>
64291;Økologiske jasminris fra Budget smager mildt og fungerer rigtig godt som tilbehør til et bredt udvalg af måltider. Risene skal kun koges i 12-15 minutter, og så er de klar til at spise. Nyd dem sammen med en lækker simreret, eller til en dejlig omgang chili con carne.
111019;Jordbærmarmelade fra Budget har en skøn smag af sommerens jordbær og er en vaskeægte marmeladeklassiker. Jordbærmarmelade er populær blandt både de store og små størrelser, og så kan den bruges til rigtig meget. Brug jordbærmarmeladen i dit bagværk, som fyld i de hjemmelavede pandekager, eller smør den på en skive hjemmebagt brød.
56819;Dansk Blomster Honning fra Jakobsens er en flot lys og gylden honning. Den har en dejlig sød smag og en let konsistens lige til at smøre på dit brød. Nyd smagen af sol og dansk sommer med honning indsamlet fra bier i hele Danmark. Honning er også velegnet til brug i bagværk, hjemmelavet müsli eller i en varm kop te til de kolde vinterdage under et varmt tæppe.
114070;Hakkede Tomater fra Salling er velegnede i alverdens varme retter og måltider, hvor de kan tilføre velsmag og en ekstra dybde. Prøv for eksempel at bruge de hakkede tomater til at lave en cremet tomatsuppe med fløde, kyllingefond, pasta og parmesan. Tilføj aromatiske krydderurter som basilikum og oregano, der pifter suppen ekstra meget op. Servér den for din familie for at forkæle deres smagsløg.
85345;Cocktailpølser fra Salling er særdeles velegnede at nyde på pizza eller i fyldige gryderetter. Prøv for eksempel at bruge dem i en skøn simreret med oksekød, gulerødder, kantareller, fløde samt oksefond. Servér retten med ris eller en cremet kartoffelmos.<br/> <br/>
110699;Frugtmysli med rosiner, kokos og banan fra Salling er smagt til med blandt andet søde rosiner, banan og kokosflager samt sprøde hasselnødder og solsikkekerner. Stil den på morgenbordet, så hele familien får glæde af den, og nyd myslien som skøn topping på smagfuld yoghurt eller skyr.
67075;Kellogg’s Frosties er sprøde, ristede majsflager med sukker, som er et hit for både store og små. Server de sprøde majsflager med iskold mælk – eller plantedrik, og start dagen på en velsmagende måde.
43388;Jasminris har en fin duft af jasminblomst og egner sig som skønt element i alverdens retter. Brug økologiske jasminris fra Salling ØKO, når du vil lave stegte ris med for eksempel æg, kylling, gulerod, løg og majs eller som tilbehør til asiatisk inspirerede retter. For eksempel en fyldig og smagfuld panang eller en rød karryret med kokosmælk. <br/> <br/>
31269;Dolmio Smooth er en børnevenlig pastasauce med saftige, solmodne tomater uden stykker. Saucen har en blød struktur, som gør det nemt og hurtigt at tilberede et lækkert velsmagende måltid, der kan nydes af hele familien. Prøv eksempelvis Dolmio Smooth i en lækker spaghetti bolognese. 
79360;Perlekartofler fra Salling er allerede blevet skrællet og kogt, så de er nemme at gå til, når du vil bruge kartofler i madlavningen. Prøv for eksempel at bruge dem til at lave lækre, brunede kartofler i den søde juletid. Eller nyd perlekartoflerne i en fyldig kartoffelsalat serveret til velsmagende grillmad. <br/> <br/>
64460;Stødt kanel har en sød og aromatisk smag, som egner sig særdeles godt i alverdens bagværk og desserter. Prøv for eksempel at bruge kanel fra Budget til at lave luftige kanelsnegle eller som skøn topping på risengrød blandet sammen med sukker. <br/> <br/>
123252;Økologisk Ahornsirup fra Salling ØKO er en lækker og sød sirup med en rund og fyldig smag. Ahornsirup er en alsidig ingrediens, der kan bruges i mange forskellige retter og som vil give en sød og lækker smag. Prøv for eksempel at hælde lidt ahornsirup over dine pandekager eller vafler, eller brug den som sødemiddel i din morgenkaffe eller te. Ahornsirup er også perfekt til at give en sød smag til marinader og dressinger. Med Økologisk Ahornsirup fra Salling ØKO kan du nyde en sød og lækker smag i dine yndlingsretter på en økologisk måde.
81570;Passata fra Salling egner sig særdeles godt som smagfuld base i alverdens gryderetter, pasta, supper og saucer, hvor den kan tilføre en dybde. Prøv for eksempel at bruge den til at lave en lækker omgang osso buco. Eller brug passataen til at lave en skøn tomatsauce med fløde, som vendes i pasta med champignon og rejer. <br/> <br/>
115226;Dijon Originale fra Maille er en fransk dijonsennep, som udelukkende er produceret på brune sennepsfrø i henhold til den traditionelle dijonsennepsopskrift. Dijon Originale fra Maille er med sin gode og kraftfulde smag det perfekte element i en lang række retter, hvor den tilfører ekstra god smag. Brug den eksempelvis til dressing til kartoffelsalat, marinader, til kød og kylling. 
116949;Burgerdressing fra Salling er en lækker og cremet dressing, der er specielt udviklet til at give din burger den helt rigtige smag. Dressingen har en mild og rund smag med noter af tomat, sennep og krydderier. Burgerdressing fra Salling passer perfekt til alle former for burgere, men også til sandwich og wraps. Dressingen er nem at dosere takket være det praktiske låg, og den er klar til brug lige ud fra flasken.
116919;Tortillachips med chili fra Salling er en lækker snack til enhver lejlighed. Chipsene er lavet af majs og har en sprød og knasende tekstur. Den krydrede smag af chili giver en ekstra dimension til chipsene og gør dem til en favorit. Prøv at servere tortillachipsene med en skål guacamole eller salsa for en lækker og nem snack. De passer også perfekt til en mexicansk-inspireret aften med tacos og nachos.
33278;Knorr FOND ”DU CHEF” VEGETABLE er en grøntsagsfon. Den tilfører ekstra velsmag til grønne stegte grøntsager, ris, i brød eller til fisken. Den fyldige smag fremkommer ved, at alle fonens ingredienser får lov til at simre langsomt – nøjagtigt som når man selv koger fon. Pakken indeholder 4 portioner. Prøv den i en opbagt sovs, og spis den til både fisk, skaldyr og vegetarretter.
54240;Boller fra Valsemøllen er en oplagt bageblanding til fødselsdagen. Blandingen resulterer i dejlige luftige, lette og milde boller, der falder i god jord hos både børn og voksne. Bageblandingen har også andre anvendelsesmuligheder. Du kan blandt andet bruge dejen til kanelsnegle og brunsviger eller til pølsehorn og pizzasnegle til madpakken. Tilsæt også hakket chokolade i dejen for lækre chokoladeboller.
82101;Økologisk pastasauce med basilikum fra Salling ØKO har en intens smag med et aromatisk strejf fra basilikum. Nyd den i en let pastaret med kylling, løg og gulerødder, der kan tilføre velsmag og et dejligt bid. Servér som smagfuld aftensmad for din familie, når du vil forkæle dem. <br/> <br/>
67155;Økologiske Kikærter fra Økomama har en lækker, nøddeagtig smag og en fast konsistens. De kan benyttes direkte i din madlavning fra dåsen og er velegnede i hummus, gryderetter, supper og salater. Anvend dem i en indisk-inspireret vegetarret med karry og kokosmælk, eller lav en cremet og lind hummus med de skønne Økologiske Kikærter fra Økomama.
16577;Pikant karrysuppe fra Karolines Køkken er yderst velsmagende og er smagt til med æblejuice, kokosmælk og eksotiske krydderier, som giver suppen en god velafbalanceret smag. Med den smagfulde karrysuppe fra Karolines Køkken er det både nemt og hurtig, at tilberede et delikat måltid. Server suppen som den er eller tilsæt forskelligt fyld efter eget ønske.
107066;Timian har en krydret og kraftig aromatisk smag og er god at have i køkkenet, så du altid kan pifte diverse retter op. Anvend for eksempel timian fra Salling til kød, fisk, fjerkræ, grøntsager eller i gryderetter for at løfte smagsoplevelsen. Prøv også at bruge timian sammen med tørret rosmarin, salt, hvidløgsgranulat og olivenolie til at krydre kartoffelbåde, inden de skal i ovnen.
107156;Boysenbærmarmelade fra Den Gamle Fabrik er har en intens, frisk og sød smag, og kombinationen egner sig netop godt til marmelade. Boysenbær er et hydridbær mellem brombær og hindbær, hvor brombærret står for det syrlige tvist, mens hindbærret tilfører sødme. Prøv at bruge boysenbærmarmelade i en rugbrødskage eller som topping til sprøde vafler.
117103;Økologiske Solsikkekerner fra Valsemøllen er en lækker og alsidig ingrediens, der kan bruges i mange forskellige retter. Solsikkekernerne har en nøddeagtig smag og en sprød konsistens, der gør dem perfekte som topping på salater eller i bagværk. Du kan også bruge dem i smoothies eller som en snack. Disse solsikkekerner er økologiske og produceret med fokus på kvalitet og smag. Med deres alsidighed og lækre smag er økologiske Solsikkekerner fra Valsemøllen en perfekt ingrediens til at tilføje ekstra smag og tekstur til dine yndlingsretter.
107213;Instant nudler med oksekødssmag fra Salling er en lækker ret med smag af oksekød, der er ideel til når det gerne må gå lidt hurtigt. Smid nudlerne ned i noget kogende vand i en gryde, vent 3-4 min. og tilføj derefter blandingen, for at nudlerne er klar. Prøv også at tilføje fint hakkede grøntsager, såsom gulerod og ærter for at give retten et ekstra pift.
93848;Garam Masala fra Salling er en krydderiblanding inspireret af det indiske køkken. Krydderiblandingen indeholder spidskommen, kardemomme, koriander, peber, salt, ingefær, muskat og chili, som især passer godt til kylling og lam. Krydderiet giver et delikat smagsløft til Chicken Tikka Masala eller en lækker lammegryde.     
87997;Special Flakes fra Salling er sprøde flager af fuldkornshvede og ris. De har en knasende konsistens og en sød smag af ristede hvede- og risflager. Special Flakes er ideelle til morgenmadsskålen eller et herligt mellemmåltid. Hæld mælk på de sprøde flager, og start dagen med et velsmagende morgenmåltid.
83328;Valnødder har sin oprindelse i Asien, men vokser i dag i mange andre lande. De kan for eksempel findes i danske skove. Skindet er bittert, mens selve nødden har en mild og sødlig smag.  Valnødder har et væld af anvendelsesmuligheder både i det salte og søde køkken. Man kan med fordel riste nødderne på en tør pande for at fremhæve den delikate smag. Brug Valnøddekerner fra Salling i en lækker Waldorfsalat sammen med creme fraiche, bladselleri, grønne vindruer og æbler. Prøv også at hakke nødderne, og drys dem over en svampet chokoladebrownie.
16598;Orientalsk risret fra Knorr er et dinner kit. Pakken indeholder risblandig samt krydderi- og grønsagsblanding, så du kun skal tilsætte hakket oksekød. Prøv også risretten uden kød, men blandet med falafler og sød-syrlige granatæblekerner.
82381;Fuldkornshvedemel fra Salling giver masser af smag og struktur til dit bagværk. Fuldkornsmelet er nøglehulsmærket og bidrager med både fibre, fuldkorn og fylde. Brug fuldkornshvedemel til madbrød, fuldkornsboller, tærtedej og meget mere.
18018;Økologiske Syltede Asier fra Beauvais har en sprød konsistens, som giver et sprødt og knasende bid. Smagen er mild og let syrlig, hvilket skaber en harmonisk smagsoplevelse. De syltede asier fra Beauvais kan bruges i en lang række af forskellige retter som eksempelvis wok eller tortillas. 
29989;French Dog Dressing fra Bähncke er en cremet dressing med en frisk og mild smag af sennep og karry. Den er velegnet at stille på bordet, så alle kan få glæde af den, og nyde i en lækker fransk hotdog.
15235;Jordbærmarmelade fra Den Gamle Fabrik har en mild smag og er lavet af store, søde og solmodne jordbær, som efterfølgende er blevet pureret. Det efterlader en marmelade med en jævn konsistens uden hele bær. Jordbærmarmeladen er hygiejnisk i brug samt let at håndtere og dosere, da den er i en squeezer. Nyd den for eksempel som topping på en lækker, kold is eller på dampende pandekager, der lige er kommet af panden.
117056;Kakao Crisp fra Budget er en lækker og sprød morgenmadsprodukt med en fyldig smag af kakao. Morgenmadsproduktet er lavet med havregryn og puffet ris og er tilsat en let sødme, der giver en god smag. Kakao Crisp er perfekt til en hurtig morgenmad eller som en snack i løbet af dagen. Server det med mælk eller yoghurt og frisk frugt for en god og velsmagende start på dagen. Kakao Crisp er også ideel som topping på en acai-bowl eller som ingrediens i hjemmelavet müsli.
85228;Polpa Au Basilic fra Mutti er finthakkede tomater med en frisk smag af tomat og basilikum. De hakkede tomater er velegnet til hjemmelavet pizza, simreretter eller som en frisk pastasauce. Lav en lækker og krydret pizzasauce med hakkede tomater, olivenolie, basilikum, hvidløg og tomatpuré. Smør saucen på pizzabunden, og tilføj derefter dit foretrukne pizzafyld. 
116986;Creme Fraiche Dressing purløg fra Salling er en lækker dressing med en frisk smag af purløg. Dressingen er lavet på en blanding af 15% creme fraiche og rapsolie, hvilket giver en let og cremet konsistens. Brug Creme Fraiche dressing med purløg som dip til grøntsager eller som dressing til en frisk salat. Dressingen kan også bruges som tilbehør til fisk eller som smagsgiver i en sandwich. Prøv også at anvende dressingen i en kartoffelsalat for en lækker smag af purløg. Dressingen er en rigtig favorit blandt mange og giver et lækkert pift til diverse retter.
123683;Majsstivelse fra Salling er ideel til at give saucer og supper en cremet og fyldig konsistens. Majsstivelsen er lavet af majs og er glutenfri. Brug den som en naturlig fortykningsmiddel i dine opskrifter og opnå en lækker og jævn konsistens.
29990;Hotdog Ketchup fra Bähncke har en let krydret smag og en grov konsistens. Den er særligt udviklet til varme serveringer, så brug den i din burger, i hotdogs eller til andre varme retter, hvor ketchup gør sig godt.
42443;Havre Cheerios fra Nestlé er sprøde ringe af fuldkornshavre. De indeholder hele 92% fuldkorn og har både nøglehulsmærket og fuldkornsmærket. Havre Cheerios er velegnede som morgenmåltid eller eftermiddagssnack med mælk på. Nyd dem også med æbletern og hindbær på for en ekstra delikat morgenmadsoplevelse.
80020;Makrel i små stykker i tomat fra Sæby har en skøn smag. Den er velegnet at stille på brunch- eller frokostbordet, så du og din familie kan få glæde af den. Nyd for eksempel makrel i tomat på en skive af dit yndlingsbrød og top eventuelt med lidt mayonnaise, der giver et cremet og smagfuldt pift. 
93897;Pizzasauce Classica fra Mutti er på velsmagende og enkel pizzasauce på dåse. Den indeholder basale ingredienser som tomater, vand og salt. En skøn sammensætning, der er klar til brug. Hver dåse med 400 g pizzasauce er lavet af 700 g af italienske tomater. Kom saucen på en pizzabund, og top med frisk mozzarella og basilikum.
16758;Lys jævner fra Maizena er fast inventar i de fleste køkkenskabe. Maizena jævner er ideel til de fleste lyse saucer, stuvninger, gryderetter og legerede supper og er ligeledes nem at anvende, da den blot skal drysses direkte i mad og klumper ikke. 
82085;Guacamole krydderi mix fra Salling er en skøn smagskombination af blandt andet hvidløg og citron. Alt du skal gøre er at mose et par avocadoer og tilsætte krydderiblandingen, og så har du en smagsrig guacamole. Server den sammen med en omgang nachos, eller til en portion stærk chili con carne med en skefuld creme fraiche til. 
14591;BKI Extra instant er sammensat af de klassiske sorter fra specielt udvalgte kaffeområder i verden. Bønnerne er mellemristede, hvilket resulterer i en dejlig instant kaffe med en fyldig smag samt en let syrlig aroma og en behagelig rund eftersmag. BKI Extra instant er ideel til de tidspunkter, hvor kaffen skal brygges lidt hurtigere eller tages med på farten. Bland kaffen med 80 grader varmt vand og nyd den gode og velkendte smag af BKI kaffe.
105973;Lasagne kit fra Salling indeholder tørrede pastaplader samt saucepulver. For at lave en lækker lasagne skal der blot tilsættes hakket oksekød, mælk og vand, for at fuldende lasagnen. For at give lasagnen et ekstra pift, kan man eksempelvis tilføje revet ost på toppen, for at gøre lasagnen mere cremet.
67074;Kellogg’s Unicorn Froot Loops er sprøde morgenmadsringe med frugtsmag. Selvom de sprøde ringe er i fine farver, indeholder de ikke kunstig farve eller smag. Sæt pakken på morgenbordet, når du vil forkæle dine børn lidt ekstra.
30788;Tun i olie fra Glyngøre er flotte stykker af tun med en blød og saftig struktur samt masser af smag. Brug tun i olie til tunsalat til en smagfuld tunsandwich til picnic eller på et stykke ristet rugbrød hjemme ved frokostbordet
15625;Remoulade fra K-Salat er rørt på mayonnaise og syltet grønt. Den er uundværlig tilbehør til en lækker, sprød fiskefilet toppet med lidt citron eller på en skive friskskåret rugbrød sammen med smagfuld, paneret torskerogn. Nyd også remouladen i en velsmagende hotdog med dit yndlingsfyld. <br/><b> </b><br/>
123751;Brun sauce fra Salling er en lækker og velsmagende sauce, der tilføjer en rig smag til dine kødretter. Denne sauce er lavet med en blanding af aromatiske krydderier og har en fyldig og kraftig smag. Prøv den som en lækker tilføjelse til din favoritsteg eller som dyppesauce til dine kødboller.
93888;Guacamole Dip fra Salling er en velsmagende og cremet dip lavet på bland andet vand, løg, grøn peberfrugt rapsolie, avocado og smelteost. Dippen har en mild smag og en cremet konsistens. Den er særdeles velegnet som dyppelse til krydrede chips såsom tortillachips. Nyd den som dip til nachos eller som tilbehør til mexicanske pandekager. 
105166;Marcipan fra Salling består af 60% mandler. Marcipan kan anvendes i både hjemmelavet konfekt, bagværk og desserter. Saml familien, og lav lækkert konfekt til jul. Del marcipanen op i forskellige portioner, og tilføj flormelis og forskellig frugtfarve, så børnene kan have det sjovt med at kombinere de flotte farver.
83325;Hasselnøddekerner fra Salling er særdeles velegnede at nyde som snacks, i bagværk og salater, hvor de tilfører et skønt bid. Prøv for eksempel at lave en lækker kage, hvor grofthakkede hasselnøddekerner bliver vendt rundt med marengs og udgør kagens bund. Top med en fløjlsblød vaniljecreme samt friske bær som jordbær, hindbær og blåbær, der ikke blot tilfører et syrlig-sødt pift, men også giver et farverigt løft. <br/> <br/>
15218;Cremet jordbærmarmelade fra Den Gamle Fabrik har en sød smag, og hemmeligheden bag er de mange nøje udvalgte bær. Marmeladen er uden hele bær og er blevet omhyggelig blendet til en cremet konsistens. Det gør jordbærmarmeladen velegnet til at smøre på dit yndlingsbrød eller som lækker topping på en sprød vaffel.
91076;Perleløg fra Salling er syltet perleløg i lage. Syltede perleløg er perfekt til at løfte tungere retter i niveau, da perleløgene giver en syrlig kontrast til den tunge og fede smag. Server perleløgene som tilbehør til din næste simreret, og opdag hvordan de to elementer komplimenterer hinanden til perfektion.
81685;Grønne Oliven med mandler fra Salling har en skøn smag samt et ekstra, lækkert bid fra mandlerne. Stil dem på et bugnende ostebord spækket med delikate skinker, syltede grøntsager og udsøgte oste. Eller nyd de grønne oliven sammen med et koldt glas hvidvin en hyggelig sommeraften på terrassen. <br/> <br/>
17822;Dolmio Pastasauce med hvidløg indeholder saftige solmodne tomater og udvalgte urter. Denne variant er til dig, der godt kan lige en ekstra krydret smag og et lille stænk hvidløg. Med Pastasauce fra Dolmio er det både nemt og hurtigt at tilberede et lækkert velsmagende måltid. Prøv eksempelvis Dolmio Pastasauce med hvidløg i en lækker spaghetti bolognese.
107356; Havrefras Kakao er et dejligt morgenmadsprodukt, som består af sprøde havrepuder med en mild og balanceret smag af kakao. Stil den på bordet om morgenen og nyd Havrefras Kakao i en skål med mælk.
43294;EASIS Choko Crunch har en skøn smag af chokolade og en sprød konsistens. Den knasende granola er uden tilsat sukker, men har stadig en skøn sødmefyldt smag. Server Choko Crunch som et sprødt indslag til din havregrød eller yoghurt om morgenen, eller drys den ud over desserter som for eksempel trifli.
72488;Sesam Oil fra Blue Dragon er sesamolie, der er blevet udvundet af modne sesamfrø og som er blevet ristet og presset. Den har en karakteristisk nøddeagtig smag og aroma, der er ideel som smagsgiver i asiatisk inspirerede retter til sidst i tilberedningen. Prøv også at anvende sesamolien som element i dip og dressinger, hvor den vil løfte smagsoplevelsen.<br/> <br/> Det anbefales ikke at stege i sesamolie. <br/> <br/>
88354;Kapers fra Salling er syltet i eddikelage og har en skarp, let bitter og syrlig smag. Kapers er ideelle til at pifte salater samt kød- og fiskeretter op. Brug dem eksempelvis som tilbehør til en klassisk pariserbøf, eller top en skøn ret med spaghetti og laks i citronsauce med de herlige små kapers.
75305;Cashewnødder har en sødlig smag, og så er de kendetegnet af deres fine buede form. Der er mange muligheder med cashewnødderne, som sagtens kan spises i deres rene form men også kan ristes og saltes og bruges som ekstra smagsgiver i maden. Snup en håndfuld økologiske cashewnødder fra Salling ØKO næste gang du trænger til lidt lækkert, eller giv dem en tur på panden og pynt salaten med de flotte nødder.
107588;Røde splitlinser fra Salling har et naturligt højt indhold af protein, og er særdeles gode som et alternativ til ris, da de har en mild og melet smag. Prøv eksempelvis linserne i en hjemmelavet gryderet, eller i en salat med friske grøntsager, på de varme sommeraftener.
29992;Karrydressing fra Bähncke er en rund og cremet dressing med et godt drys karry og et sødt strejf af frugt. Du kender den nok fra den smagfulde clubsandwich, hvor den er uundværlig. Prøv den også til marinering af lyst kød hjemme i køkkenet.
18065;Flåede tomater fra Mutti er på dåse. De flåede tomater er yderst smagfulde og anvendelige i diverse retter og saucer. Brug dem til at lave en hjemmelavet tomatsauce til din favorit pasta, og top retten med rigeligt af revet ost.
82398; Leverpostej fra Faaborg har en lækker, fyldig konsistens og er ideel at nyde på dit favoritbrød i madpakken. Prøv også at stille leverpostejen på et lækkert frokostbord med blandt andet rugbrød, syltede rødbeder og sprød bacon, som vil komplementere leverpostejens dejlige smag. Leverpostejen kommer på dåse, så den er nem og praktisk at have med i picnickurven.
124300;Økologiske Hele Kaffebønner fra Salling ØKO er en lækker blanding af hele arabica bønner fra økologiske kaffefarme. Kaffebønnerne er mellemristede, hvilket giver en dejlig og mild smag med noter af chokolade og nødder. Kaffebønnerne er velegnede til at brygge en god kop kaffe derhjemme, eller til at male dem og anvende dem i din espressomaskine. Prøv også at bruge kaffebønnerne i en lækker kaffe-cocktail eller som smagsgiver i en chokoladekage.
117028;Hvidløgsdressing fra Salling er en klassisk dressing med en lækker smag af hvidløg. Dressingen er lavet på en blanding af rapsolie, eddike og hvidløg, hvilket giver en cremet og fyldig dressing med masser af smag. Brug den som tilbehør til salat eller som dip til grøntsagsstænger. Hvidløgsdressingen er også perfekt til at give en ekstra smag til en burger eller sandwich. Dressingen er nem at have med i madpakken eller på picnic, så du altid kan få en smagfuld og velsmagende snack.
87729;Økologiske Grønne Linser fra Salling ØKO er kogt og lagt i saltlage. De er velegnet til mange typer madlavning lige fra supper og gryderetter til salater og vegetardeller. Brug dem eksempelvis i en skøn linsesuppe, eller gør noget særligt ud af den kødfrie mandag med en karryret med blomkål og grønne linser.
81640;Kakaodrik fra Salling er instant pulver til at lave en lækker, varm kakaodrik. Skal den have et ekstra pift, kan du toppe den med luftigt flødeskum og små skumfiduser. Nyd kakaodrikken med hjemmebagte boller en hyggelig eftermiddag i godt selskab. <br/> <br/>
85672;Økologisk kamillete fra Salling ØKO har en mild smag med et dejligt strejf af blomst. Hæld kogende vand i en kop eller kande og lad teen trække i 5-6 minutter. Nyd kamilleteen en kold vinterdag – eventuelt sammen med dine gæster, så I har lidt varmt og smagfuldt at drikke. Hvis du vil pifte teen op, kan du komme lidt honning samt forfriskende dråber fra en citron i, der sammen giver et syrlig-sødt løft. <br/> <br/>
110853;Fiskesauce fra Salling er en asiatisk inspireret sauce med en aromatisk og fyldig smag. Saucen er særdeles velegnet i wokretter og supper, men kan også bruges til at lave en velsmagende dip til forårsruller. Rør en spsk. fiskesauce sammen med sukker, sojasovs og tre spsk. vand. Tilsæt også en halv spsk. limesaft og finhakket chili for en mere syrlig og stærk smag.
31322;Pastasauce med ostesmag fra Karolines Køkken har en mild og blød ostesmag med et strejf af hvidløg og cayennepeber, som giver saucen et ekstra delikat pift. Anvend Pastasauce med ostesmag fra Karolines Køkken i retter som spaghetti carbonara, da den tilføjer retten en autentisk ostesmag uden at overdøve rettens øvrige ingredienser.
18030;Syltet Rødkål fra Beauvais har en karakteristisk sød og fyldig smag, som gør rødkålen god og velbalanceret. Med sin harmoniske smag er rødkålen fra Beauvais særdeles velegnet som tilbehør til en lang række af forskellige klassiske danske retter. 
123621;Extra Classic fra Kellogg’s er er lækre og sprøde stykker af fuldkornshavreflager. Den smagfulde müsli er perfekt som topping på din yoghurt eller skyr, men den kan også nydes med mælk på. Forkæl dig selv til morgenmad med denne lækre müsli fra Kellogg’s.
